GEN_BLD_YRS_1	GEN_BLD_YRS_2	BuildGen
Oahu_CentralTrackingPV_PV_04	2020	0.0
Oahu_CentralTrackingPV_PV_04	2025	213.342660533
Oahu_CentralTrackingPV_PV_04	2030	0.0
Oahu_CentralTrackingPV_PV_04	2035	0.0
Oahu_CentralTrackingPV_PV_04	2040	0.0
Oahu_CentralTrackingPV_PV_04	2045	0.0
Oahu_CentralTrackingPV_PV_05	2020	2.31340536936
Oahu_CentralTrackingPV_PV_05	2025	31.875647213
Oahu_CentralTrackingPV_PV_05	2030	0.0
Oahu_CentralTrackingPV_PV_05	2035	0.0
Oahu_CentralTrackingPV_PV_05	2040	2.31340536936
Oahu_CentralTrackingPV_PV_05	2045	31.875647213
Oahu_CentralTrackingPV_PV_06	2020	0.0
Oahu_CentralTrackingPV_PV_06	2025	0.0
Oahu_CentralTrackingPV_PV_06	2030	0.0
Oahu_CentralTrackingPV_PV_06	2035	0.0
Oahu_CentralTrackingPV_PV_06	2040	0.0
Oahu_CentralTrackingPV_PV_06	2045	0.0
Oahu_CentralTrackingPV_PV_07	2020	0.0
Oahu_CentralTrackingPV_PV_07	2025	0.0
Oahu_CentralTrackingPV_PV_07	2030	0.0
Oahu_CentralTrackingPV_PV_07	2035	0.0
Oahu_CentralTrackingPV_PV_07	2040	0.0
Oahu_CentralTrackingPV_PV_07	2045	0.0
Oahu_CentralTrackingPV_PV_08	2020	0.0
Oahu_CentralTrackingPV_PV_08	2025	0.0
Oahu_CentralTrackingPV_PV_08	2030	0.0
Oahu_CentralTrackingPV_PV_08	2035	0.0
Oahu_CentralTrackingPV_PV_08	2040	0.0
Oahu_CentralTrackingPV_PV_08	2045	0.0
Oahu_CentralTrackingPV_PV_09	2020	0.0
Oahu_CentralTrackingPV_PV_09	2025	0.0
Oahu_CentralTrackingPV_PV_09	2030	0.0
Oahu_CentralTrackingPV_PV_09	2035	0.0
Oahu_CentralTrackingPV_PV_09	2040	0.0
Oahu_CentralTrackingPV_PV_09	2045	0.0
Oahu_CentralTrackingPV_PV_10	2020	0.0
Oahu_CentralTrackingPV_PV_10	2025	0.0
Oahu_CentralTrackingPV_PV_10	2030	0.0
Oahu_CentralTrackingPV_PV_10	2035	0.0
Oahu_CentralTrackingPV_PV_10	2040	0.0
Oahu_CentralTrackingPV_PV_10	2045	0.0
Oahu_CentralTrackingPV_PV_11	2020	0.0
Oahu_CentralTrackingPV_PV_11	2025	1.13009303581
Oahu_CentralTrackingPV_PV_11	2030	78.574362935
Oahu_CentralTrackingPV_PV_11	2035	202.016514157
Oahu_CentralTrackingPV_PV_11	2040	51.368438332
Oahu_CentralTrackingPV_PV_11	2045	14.4325588023
Oahu_CentralTrackingPV_PV_12	2020	116.15314373
Oahu_CentralTrackingPV_PV_12	2025	130.771090071
Oahu_CentralTrackingPV_PV_12	2030	0.0
Oahu_CentralTrackingPV_PV_12	2035	0.0
Oahu_CentralTrackingPV_PV_12	2040	116.15314373
Oahu_CentralTrackingPV_PV_12	2045	130.771090071
Oahu_CentralTrackingPV_PV_13	2020	0.0
Oahu_CentralTrackingPV_PV_13	2025	0.0
Oahu_CentralTrackingPV_PV_13	2030	0.0
Oahu_CentralTrackingPV_PV_13	2035	99.3514224839
Oahu_CentralTrackingPV_PV_13	2040	390.057772563
Oahu_CentralTrackingPV_PV_13	2045	0.0
Oahu_CentralTrackingPV_PV_14	2020	0.0
Oahu_CentralTrackingPV_PV_14	2025	0.0
Oahu_CentralTrackingPV_PV_14	2030	0.0
Oahu_CentralTrackingPV_PV_14	2035	0.0
Oahu_CentralTrackingPV_PV_14	2040	0.0
Oahu_CentralTrackingPV_PV_14	2045	0.0
Oahu_CentralTrackingPV_PV_15	2020	0.0
Oahu_CentralTrackingPV_PV_15	2025	0.0
Oahu_CentralTrackingPV_PV_15	2030	0.0
Oahu_CentralTrackingPV_PV_15	2035	0.0
Oahu_CentralTrackingPV_PV_15	2040	0.0
Oahu_CentralTrackingPV_PV_15	2045	0.0
Oahu_CentralTrackingPV_PV_16	2020	0.0
Oahu_CentralTrackingPV_PV_16	2025	0.0
Oahu_CentralTrackingPV_PV_16	2030	0.0
Oahu_CentralTrackingPV_PV_16	2035	0.0
Oahu_CentralTrackingPV_PV_16	2040	0.0
Oahu_CentralTrackingPV_PV_16	2045	0.0
Oahu_CentralTrackingPV_PV_17	2020	0.0
Oahu_CentralTrackingPV_PV_17	2025	0.0
Oahu_CentralTrackingPV_PV_17	2030	0.0
Oahu_CentralTrackingPV_PV_17	2035	0.0
Oahu_CentralTrackingPV_PV_17	2040	0.0
Oahu_CentralTrackingPV_PV_17	2045	0.0
Oahu_CentralTrackingPV_PV_18	2020	0.0
Oahu_CentralTrackingPV_PV_18	2025	0.0
Oahu_CentralTrackingPV_PV_18	2030	0.0
Oahu_CentralTrackingPV_PV_18	2035	0.0
Oahu_CentralTrackingPV_PV_18	2040	0.0
Oahu_CentralTrackingPV_PV_18	2045	0.0
Oahu_FlatDistPV_Oahu_FlatDistPV_0	2016	69.3703558148
Oahu_FlatDistPV_Oahu_FlatDistPV_0	2020	0.0
Oahu_FlatDistPV_Oahu_FlatDistPV_0	2025	0.0
Oahu_FlatDistPV_Oahu_FlatDistPV_0	2030	0.0
Oahu_FlatDistPV_Oahu_FlatDistPV_0	2035	0.0
Oahu_FlatDistPV_Oahu_FlatDistPV_0	2040	124.39521527
Oahu_FlatDistPV_Oahu_FlatDistPV_0	2045	370.956568291
Oahu_FlatDistPV_Oahu_FlatDistPV_1	2020	0.0
Oahu_FlatDistPV_Oahu_FlatDistPV_1	2025	0.0
Oahu_FlatDistPV_Oahu_FlatDistPV_1	2030	0.0
Oahu_FlatDistPV_Oahu_FlatDistPV_1	2035	0.0
Oahu_FlatDistPV_Oahu_FlatDistPV_1	2040	0.0
Oahu_FlatDistPV_Oahu_FlatDistPV_1	2045	0.0
Oahu_FlatDistPV_Oahu_FlatDistPV_2	2016	36.5968318734
Oahu_FlatDistPV_Oahu_FlatDistPV_2	2020	0.0
Oahu_FlatDistPV_Oahu_FlatDistPV_2	2025	0.0
Oahu_FlatDistPV_Oahu_FlatDistPV_2	2030	0.0
Oahu_FlatDistPV_Oahu_FlatDistPV_2	2035	0.0
Oahu_FlatDistPV_Oahu_FlatDistPV_2	2040	0.0
Oahu_FlatDistPV_Oahu_FlatDistPV_2	2045	261.326408496
Oahu_FlatDistPV_Oahu_FlatDistPV_3	2016	74.2968123118
Oahu_FlatDistPV_Oahu_FlatDistPV_3	2020	0.0
Oahu_FlatDistPV_Oahu_FlatDistPV_3	2025	0.0
Oahu_FlatDistPV_Oahu_FlatDistPV_3	2030	0.0
Oahu_FlatDistPV_Oahu_FlatDistPV_3	2035	0.0
Oahu_FlatDistPV_Oahu_FlatDistPV_3	2040	0.0
Oahu_FlatDistPV_Oahu_FlatDistPV_3	2045	530.5300522
Oahu_H-Power	1989	73.0
Oahu_Honolulu_8	1954	53.4
Oahu_Honolulu_9	1957	54.4
Oahu_IC_Barge	2020	0.0
Oahu_IC_Barge	2025	0.0
Oahu_IC_Barge	2030	0.0
Oahu_IC_Barge	2035	0.0
Oahu_IC_Barge	2040	0.0
Oahu_IC_Barge	2045	0.0
Oahu_IC_MCBH	2020	0.0
Oahu_IC_MCBH	2025	0.0
Oahu_IC_MCBH	2030	0.0
Oahu_IC_MCBH	2035	0.0
Oahu_IC_MCBH	2040	0.0
Oahu_IC_MCBH	2045	0.0
Oahu_IC_Schofield	2018	48.84
Oahu_IC_Schofield	2020	0.0
Oahu_IC_Schofield	2025	0.0
Oahu_IC_Schofield	2030	0.0
Oahu_IC_Schofield	2035	0.0
Oahu_IC_Schofield	2040	0.0
Oahu_IC_Schofield	2045	0.0
Oahu_Kahe_1	1963	82.1
Oahu_Kahe_2	1964	82.1
Oahu_Kahe_3	1970	86.1
Oahu_Kahe_4	1972	85.3
Oahu_Kahe_5	1974	134.3
Oahu_Kahe_6	1981	134.4
Oahu_Kalaeloa_CC1	1989	90.0
Oahu_Kalaeloa_CC2	1991	90.0
Oahu_Kalaeloa_CC3	1991	28.0
Oahu_OffshoreWind_OffWind	2020	0.0
Oahu_OffshoreWind_OffWind	2025	0.0
Oahu_OffshoreWind_OffWind	2030	0.0
Oahu_OffshoreWind_OffWind	2035	0.0
Oahu_OffshoreWind_OffWind	2040	0.0
Oahu_OffshoreWind_OffWind	2045	0.0
Oahu_OnshoreWind_OnWind_101	2020	0.0
Oahu_OnshoreWind_OnWind_101	2025	0.0
Oahu_OnshoreWind_OnWind_101	2030	0.0
Oahu_OnshoreWind_OnWind_101	2035	0.0
Oahu_OnshoreWind_OnWind_101	2040	0.0
Oahu_OnshoreWind_OnWind_101	2045	0.0
Oahu_OnshoreWind_OnWind_102	2020	0.0
Oahu_OnshoreWind_OnWind_102	2025	0.0
Oahu_OnshoreWind_OnWind_102	2030	0.0
Oahu_OnshoreWind_OnWind_102	2035	0.0
Oahu_OnshoreWind_OnWind_102	2040	0.0
Oahu_OnshoreWind_OnWind_102	2045	0.0
Oahu_OnshoreWind_OnWind_103	2020	0.0
Oahu_OnshoreWind_OnWind_103	2025	0.0
Oahu_OnshoreWind_OnWind_103	2030	0.0
Oahu_OnshoreWind_OnWind_103	2035	0.0
Oahu_OnshoreWind_OnWind_103	2040	0.0
Oahu_OnshoreWind_OnWind_103	2045	0.0
Oahu_OnshoreWind_OnWind_104	2020	0.0
Oahu_OnshoreWind_OnWind_104	2025	0.0
Oahu_OnshoreWind_OnWind_104	2030	0.0
Oahu_OnshoreWind_OnWind_104	2035	0.0
Oahu_OnshoreWind_OnWind_104	2040	0.0
Oahu_OnshoreWind_OnWind_104	2045	0.0
Oahu_OnshoreWind_OnWind_105	2020	0.0
Oahu_OnshoreWind_OnWind_105	2025	0.0
Oahu_OnshoreWind_OnWind_105	2030	0.0
Oahu_OnshoreWind_OnWind_105	2035	0.0
Oahu_OnshoreWind_OnWind_105	2040	0.0
Oahu_OnshoreWind_OnWind_105	2045	0.0
Oahu_OnshoreWind_OnWind_106	2020	0.0
Oahu_OnshoreWind_OnWind_106	2025	0.0
Oahu_OnshoreWind_OnWind_106	2030	0.0
Oahu_OnshoreWind_OnWind_106	2035	0.0
Oahu_OnshoreWind_OnWind_106	2040	0.0
Oahu_OnshoreWind_OnWind_106	2045	0.0
Oahu_OnshoreWind_OnWind_107	2020	0.0
Oahu_OnshoreWind_OnWind_107	2025	0.0
Oahu_OnshoreWind_OnWind_107	2030	0.0
Oahu_OnshoreWind_OnWind_107	2035	0.0
Oahu_OnshoreWind_OnWind_107	2040	0.0
Oahu_OnshoreWind_OnWind_107	2045	0.0
Oahu_OnshoreWind_OnWind_201	2020	0.0
Oahu_OnshoreWind_OnWind_201	2025	0.0
Oahu_OnshoreWind_OnWind_201	2030	0.0
Oahu_OnshoreWind_OnWind_201	2035	0.0
Oahu_OnshoreWind_OnWind_201	2040	0.0
Oahu_OnshoreWind_OnWind_201	2045	0.0
Oahu_OnshoreWind_OnWind_202	2020	0.0
Oahu_OnshoreWind_OnWind_202	2025	0.0
Oahu_OnshoreWind_OnWind_202	2030	0.0
Oahu_OnshoreWind_OnWind_202	2035	0.0
Oahu_OnshoreWind_OnWind_202	2040	0.0
Oahu_OnshoreWind_OnWind_202	2045	0.0
Oahu_OnshoreWind_OnWind_203	2020	0.0
Oahu_OnshoreWind_OnWind_203	2025	0.0
Oahu_OnshoreWind_OnWind_203	2030	0.0
Oahu_OnshoreWind_OnWind_203	2035	0.0
Oahu_OnshoreWind_OnWind_203	2040	0.0
Oahu_OnshoreWind_OnWind_203	2045	0.0
Oahu_OnshoreWind_OnWind_204	2020	0.0
Oahu_OnshoreWind_OnWind_204	2025	0.0
Oahu_OnshoreWind_OnWind_204	2030	0.0
Oahu_OnshoreWind_OnWind_204	2035	0.0
Oahu_OnshoreWind_OnWind_204	2040	0.0
Oahu_OnshoreWind_OnWind_204	2045	0.0
Oahu_OnshoreWind_OnWind_205	2020	0.0
Oahu_OnshoreWind_OnWind_205	2025	0.0
Oahu_OnshoreWind_OnWind_205	2030	0.0
Oahu_OnshoreWind_OnWind_205	2035	0.0
Oahu_OnshoreWind_OnWind_205	2040	0.0
Oahu_OnshoreWind_OnWind_205	2045	0.0
Oahu_OnshoreWind_OnWind_206	2020	0.0
Oahu_OnshoreWind_OnWind_206	2025	0.0
Oahu_OnshoreWind_OnWind_206	2030	0.0
Oahu_OnshoreWind_OnWind_206	2035	0.0
Oahu_OnshoreWind_OnWind_206	2040	0.0
Oahu_OnshoreWind_OnWind_206	2045	0.0
Oahu_OnshoreWind_OnWind_207	2020	0.0
Oahu_OnshoreWind_OnWind_207	2025	0.0
Oahu_OnshoreWind_OnWind_207	2030	0.0
Oahu_OnshoreWind_OnWind_207	2035	0.0
Oahu_OnshoreWind_OnWind_207	2040	0.0
Oahu_OnshoreWind_OnWind_207	2045	0.0
Oahu_OnshoreWind_OnWind_208	2020	0.0
Oahu_OnshoreWind_OnWind_208	2025	0.0
Oahu_OnshoreWind_OnWind_208	2030	0.0
Oahu_OnshoreWind_OnWind_208	2035	0.0
Oahu_OnshoreWind_OnWind_208	2040	0.0
Oahu_OnshoreWind_OnWind_208	2045	0.0
Oahu_OnshoreWind_OnWind_209	2020	0.0
Oahu_OnshoreWind_OnWind_209	2025	0.0
Oahu_OnshoreWind_OnWind_209	2030	0.0
Oahu_OnshoreWind_OnWind_209	2035	0.0
Oahu_OnshoreWind_OnWind_209	2040	0.0
Oahu_OnshoreWind_OnWind_209	2045	0.0
Oahu_OnshoreWind_OnWind_301	2020	0.0
Oahu_OnshoreWind_OnWind_301	2025	0.0
Oahu_OnshoreWind_OnWind_301	2030	0.0
Oahu_OnshoreWind_OnWind_301	2035	0.0
Oahu_OnshoreWind_OnWind_301	2040	0.0
Oahu_OnshoreWind_OnWind_301	2045	0.0
Oahu_OnshoreWind_OnWind_302	2020	0.0
Oahu_OnshoreWind_OnWind_302	2025	0.0
Oahu_OnshoreWind_OnWind_302	2030	0.0
Oahu_OnshoreWind_OnWind_302	2035	0.0
Oahu_OnshoreWind_OnWind_302	2040	0.0
Oahu_OnshoreWind_OnWind_302	2045	0.0
Oahu_OnshoreWind_OnWind_303	2020	0.0
Oahu_OnshoreWind_OnWind_303	2025	0.0
Oahu_OnshoreWind_OnWind_303	2030	0.0
Oahu_OnshoreWind_OnWind_303	2035	0.0
Oahu_OnshoreWind_OnWind_303	2040	0.0
Oahu_OnshoreWind_OnWind_303	2045	0.0
Oahu_OnshoreWind_OnWind_304	2020	0.0
Oahu_OnshoreWind_OnWind_304	2025	0.0
Oahu_OnshoreWind_OnWind_304	2030	0.0
Oahu_OnshoreWind_OnWind_304	2035	0.0
Oahu_OnshoreWind_OnWind_304	2040	0.0
Oahu_OnshoreWind_OnWind_304	2045	0.0
Oahu_OnshoreWind_OnWind_305	2020	0.0
Oahu_OnshoreWind_OnWind_305	2025	0.0
Oahu_OnshoreWind_OnWind_305	2030	0.0
Oahu_OnshoreWind_OnWind_305	2035	0.0
Oahu_OnshoreWind_OnWind_305	2040	0.0
Oahu_OnshoreWind_OnWind_305	2045	0.0
Oahu_OnshoreWind_OnWind_306	2020	0.0
Oahu_OnshoreWind_OnWind_306	2025	0.0
Oahu_OnshoreWind_OnWind_306	2030	0.0
Oahu_OnshoreWind_OnWind_306	2035	0.0
Oahu_OnshoreWind_OnWind_306	2040	0.0
Oahu_OnshoreWind_OnWind_306	2045	0.0
Oahu_OnshoreWind_OnWind_307	2020	0.0
Oahu_OnshoreWind_OnWind_307	2025	0.0
Oahu_OnshoreWind_OnWind_307	2030	0.0
Oahu_OnshoreWind_OnWind_307	2035	0.0
Oahu_OnshoreWind_OnWind_307	2040	0.0
Oahu_OnshoreWind_OnWind_307	2045	0.0
Oahu_OnshoreWind_OnWind_308	2020	0.0
Oahu_OnshoreWind_OnWind_308	2025	0.0
Oahu_OnshoreWind_OnWind_308	2030	0.0
Oahu_OnshoreWind_OnWind_308	2035	0.0
Oahu_OnshoreWind_OnWind_308	2040	0.0
Oahu_OnshoreWind_OnWind_308	2045	0.0
Oahu_OnshoreWind_OnWind_309	2020	0.0
Oahu_OnshoreWind_OnWind_309	2025	0.0
Oahu_OnshoreWind_OnWind_309	2030	0.0
Oahu_OnshoreWind_OnWind_309	2035	0.0
Oahu_OnshoreWind_OnWind_309	2040	0.0
Oahu_OnshoreWind_OnWind_309	2045	0.0
Oahu_OnshoreWind_OnWind_401	2020	0.0
Oahu_OnshoreWind_OnWind_401	2025	0.0
Oahu_OnshoreWind_OnWind_401	2030	0.0
Oahu_OnshoreWind_OnWind_401	2035	0.0
Oahu_OnshoreWind_OnWind_401	2040	0.0
Oahu_OnshoreWind_OnWind_401	2045	0.0
Oahu_OnshoreWind_OnWind_402	2020	23.7251504203
Oahu_OnshoreWind_OnWind_402	2025	0.0
Oahu_OnshoreWind_OnWind_402	2030	0.0
Oahu_OnshoreWind_OnWind_402	2035	0.0
Oahu_OnshoreWind_OnWind_402	2040	0.0
Oahu_OnshoreWind_OnWind_402	2045	0.0
Oahu_OnshoreWind_OnWind_403	2020	0.0
Oahu_OnshoreWind_OnWind_403	2025	0.0
Oahu_OnshoreWind_OnWind_403	2030	0.0
Oahu_OnshoreWind_OnWind_403	2035	0.0
Oahu_OnshoreWind_OnWind_403	2040	0.0
Oahu_OnshoreWind_OnWind_403	2045	0.0
Oahu_OnshoreWind_OnWind_404	2020	0.0
Oahu_OnshoreWind_OnWind_404	2025	0.0
Oahu_OnshoreWind_OnWind_404	2030	0.0
Oahu_OnshoreWind_OnWind_404	2035	0.0
Oahu_OnshoreWind_OnWind_404	2040	0.0
Oahu_OnshoreWind_OnWind_404	2045	0.0
Oahu_OnshoreWind_OnWind_405	2020	6.16958787941
Oahu_OnshoreWind_OnWind_405	2025	0.0
Oahu_OnshoreWind_OnWind_405	2030	0.0
Oahu_OnshoreWind_OnWind_405	2035	0.0
Oahu_OnshoreWind_OnWind_405	2040	0.0
Oahu_OnshoreWind_OnWind_405	2045	42.7109463381
Oahu_OnshoreWind_OnWind_406	2020	0.0
Oahu_OnshoreWind_OnWind_406	2025	0.0
Oahu_OnshoreWind_OnWind_406	2030	0.0
Oahu_OnshoreWind_OnWind_406	2035	0.0
Oahu_OnshoreWind_OnWind_406	2040	0.0
Oahu_OnshoreWind_OnWind_406	2045	0.0
Oahu_OnshoreWind_OnWind_407	2020	0.0
Oahu_OnshoreWind_OnWind_407	2025	0.0
Oahu_OnshoreWind_OnWind_407	2030	0.0
Oahu_OnshoreWind_OnWind_407	2035	0.0
Oahu_OnshoreWind_OnWind_407	2040	0.0
Oahu_OnshoreWind_OnWind_407	2045	0.0
Oahu_OnshoreWind_OnWind_408	2020	0.0
Oahu_OnshoreWind_OnWind_408	2025	0.0
Oahu_OnshoreWind_OnWind_408	2030	0.0
Oahu_OnshoreWind_OnWind_408	2035	0.0
Oahu_OnshoreWind_OnWind_408	2040	0.0
Oahu_OnshoreWind_OnWind_408	2045	0.0
Oahu_OnshoreWind_OnWind_409	2020	8.17328508642
Oahu_OnshoreWind_OnWind_409	2025	0.0
Oahu_OnshoreWind_OnWind_409	2030	0.0
Oahu_OnshoreWind_OnWind_409	2035	0.0
Oahu_OnshoreWind_OnWind_409	2040	18.1938978713
Oahu_OnshoreWind_OnWind_409	2045	0.0
Oahu_OnshoreWind_OnWind_410	2020	0.0
Oahu_OnshoreWind_OnWind_410	2025	0.0
Oahu_OnshoreWind_OnWind_410	2030	0.0
Oahu_OnshoreWind_OnWind_410	2035	0.0
Oahu_OnshoreWind_OnWind_410	2040	0.0
Oahu_OnshoreWind_OnWind_410	2045	0.0
Oahu_OnshoreWind_OnWind_501	2020	242.5
Oahu_OnshoreWind_OnWind_501	2025	0.0
Oahu_OnshoreWind_OnWind_501	2030	0.0
Oahu_OnshoreWind_OnWind_501	2035	0.0
Oahu_OnshoreWind_OnWind_501	2040	242.5
Oahu_OnshoreWind_OnWind_501	2045	0.0
Oahu_OnshoreWind_OnWind_502	2020	42.5
Oahu_OnshoreWind_OnWind_502	2025	0.0
Oahu_OnshoreWind_OnWind_502	2030	0.0
Oahu_OnshoreWind_OnWind_502	2035	0.0
Oahu_OnshoreWind_OnWind_502	2040	42.5
Oahu_OnshoreWind_OnWind_502	2045	0.0
Oahu_OnshoreWind_OnWind_503	2020	117.5
Oahu_OnshoreWind_OnWind_503	2025	0.0
Oahu_OnshoreWind_OnWind_503	2030	0.0
Oahu_OnshoreWind_OnWind_503	2035	0.0
Oahu_OnshoreWind_OnWind_503	2040	117.5
Oahu_OnshoreWind_OnWind_503	2045	0.0
Oahu_OnshoreWind_OnWind_504	2020	20.0
Oahu_OnshoreWind_OnWind_504	2025	0.0
Oahu_OnshoreWind_OnWind_504	2030	0.0
Oahu_OnshoreWind_OnWind_504	2035	0.0
Oahu_OnshoreWind_OnWind_504	2040	20.0
Oahu_OnshoreWind_OnWind_504	2045	0.0
Oahu_OnshoreWind_OnWind_505	2020	42.5
Oahu_OnshoreWind_OnWind_505	2025	0.0
Oahu_OnshoreWind_OnWind_505	2030	0.0
Oahu_OnshoreWind_OnWind_505	2035	0.0
Oahu_OnshoreWind_OnWind_505	2040	42.5
Oahu_OnshoreWind_OnWind_505	2045	0.0
Oahu_OnshoreWind_OnWind_506	2020	7.5
Oahu_OnshoreWind_OnWind_506	2025	0.0
Oahu_OnshoreWind_OnWind_506	2030	0.0
Oahu_OnshoreWind_OnWind_506	2035	0.0
Oahu_OnshoreWind_OnWind_506	2040	7.5
Oahu_OnshoreWind_OnWind_506	2045	0.0
Oahu_OnshoreWind_OnWind_507	2020	10.0
Oahu_OnshoreWind_OnWind_507	2025	0.0
Oahu_OnshoreWind_OnWind_507	2030	0.0
Oahu_OnshoreWind_OnWind_507	2035	0.0
Oahu_OnshoreWind_OnWind_507	2040	10.0
Oahu_OnshoreWind_OnWind_507	2045	0.0
Oahu_OnshoreWind_OnWind_508	2020	2.5
Oahu_OnshoreWind_OnWind_508	2025	0.0
Oahu_OnshoreWind_OnWind_508	2030	0.0
Oahu_OnshoreWind_OnWind_508	2035	0.0
Oahu_OnshoreWind_OnWind_508	2040	1.81999282281
Oahu_OnshoreWind_OnWind_508	2045	0.0
Oahu_OnshoreWind_OnWind_509	2020	2.5
Oahu_OnshoreWind_OnWind_509	2025	0.0
Oahu_OnshoreWind_OnWind_509	2030	0.0
Oahu_OnshoreWind_OnWind_509	2035	0.0
Oahu_OnshoreWind_OnWind_509	2040	2.5
Oahu_OnshoreWind_OnWind_509	2045	0.0
Oahu_OnshoreWind_OnWind_Kahuku	2011	30.0
Oahu_OnshoreWind_OnWind_Kahuku	2020	0.0
Oahu_OnshoreWind_OnWind_Kahuku	2025	0.0
Oahu_OnshoreWind_OnWind_Kahuku	2030	0.0
Oahu_OnshoreWind_OnWind_Kahuku	2035	30.0
Oahu_OnshoreWind_OnWind_Kahuku	2040	0.0
Oahu_OnshoreWind_OnWind_Kahuku	2045	0.0
Oahu_OnshoreWind_OnWind_Kawailoa	2012	69.0
Oahu_OnshoreWind_OnWind_Kawailoa	2020	0.0
Oahu_OnshoreWind_OnWind_Kawailoa	2025	0.0
Oahu_OnshoreWind_OnWind_Kawailoa	2030	0.0
Oahu_OnshoreWind_OnWind_Kawailoa	2035	11.8992511231
Oahu_OnshoreWind_OnWind_Kawailoa	2040	57.1007488769
Oahu_OnshoreWind_OnWind_Kawailoa	2045	0.0
Oahu_SlopedDistPV_Oahu_SlopedDistPV_0	2020	0.0
Oahu_SlopedDistPV_Oahu_SlopedDistPV_0	2025	0.0
Oahu_SlopedDistPV_Oahu_SlopedDistPV_0	2030	0.0
Oahu_SlopedDistPV_Oahu_SlopedDistPV_0	2035	0.0
Oahu_SlopedDistPV_Oahu_SlopedDistPV_0	2040	0.0
Oahu_SlopedDistPV_Oahu_SlopedDistPV_0	2045	0.0
Oahu_SlopedDistPV_Oahu_SlopedDistPV_1	2016	43.3764518035
Oahu_SlopedDistPV_Oahu_SlopedDistPV_1	2020	0.0
Oahu_SlopedDistPV_Oahu_SlopedDistPV_1	2025	0.0
Oahu_SlopedDistPV_Oahu_SlopedDistPV_1	2030	0.0
Oahu_SlopedDistPV_Oahu_SlopedDistPV_1	2035	0.0
Oahu_SlopedDistPV_Oahu_SlopedDistPV_1	2040	0.0
Oahu_SlopedDistPV_Oahu_SlopedDistPV_1	2045	180.07083475
Oahu_SlopedDistPV_Oahu_SlopedDistPV_10	2016	34.5158072272
Oahu_SlopedDistPV_Oahu_SlopedDistPV_10	2020	0.0
Oahu_SlopedDistPV_Oahu_SlopedDistPV_10	2025	0.0
Oahu_SlopedDistPV_Oahu_SlopedDistPV_10	2030	0.0
Oahu_SlopedDistPV_Oahu_SlopedDistPV_10	2035	0.0
Oahu_SlopedDistPV_Oahu_SlopedDistPV_10	2040	0.0
Oahu_SlopedDistPV_Oahu_SlopedDistPV_10	2045	0.0
Oahu_SlopedDistPV_Oahu_SlopedDistPV_11	2020	0.0
Oahu_SlopedDistPV_Oahu_SlopedDistPV_11	2025	0.0
Oahu_SlopedDistPV_Oahu_SlopedDistPV_11	2030	0.0
Oahu_SlopedDistPV_Oahu_SlopedDistPV_11	2035	0.0
Oahu_SlopedDistPV_Oahu_SlopedDistPV_11	2040	0.0
Oahu_SlopedDistPV_Oahu_SlopedDistPV_11	2045	0.0
Oahu_SlopedDistPV_Oahu_SlopedDistPV_12	2016	49.2186960768
