gen_tech,gen_load_zone,gen_energy_source,period,Energy_GWh_typical_yr,VariableCost_per_yr,DispatchEmissions_tCO2_per_typical_yr
CC_152,Oahu,multiple,2045,17.327947,77802.48203000001,0.0
CIP_CT,Oahu,multiple,2020,0.0,0.0,0.0
CIP_CT,Oahu,multiple,2025,2.739375,111656.92499999999,3462.6856625
CIP_CT,Oahu,multiple,2030,0.0,0.0,0.0
CIP_CT,Oahu,multiple,2035,0.0,0.0,0.0
CIP_CT,Oahu,multiple,2040,0.0,0.0,0.0
CIP_CT,Oahu,multiple,2045,0.0,0.0,0.0
CentralTrackingPV,Oahu,SUN,2020,165.88828234445222,0.0,0.0
CentralTrackingPV,Oahu,SUN,2025,712.4713709243365,0.0,0.0
CentralTrackingPV,Oahu,SUN,2030,1033.9431588612447,0.0,0.0
CentralTrackingPV,Oahu,SUN,2035,1447.5402532932887,0.0,0.0
CentralTrackingPV,Oahu,SUN,2040,3496.1748968808092,0.0,0.0
CentralTrackingPV,Oahu,SUN,2045,3184.205091949923,0.0,0.0
FlatDistPV,Oahu,SUN,2020,367.8497901641664,0.0,0.0
FlatDistPV,Oahu,SUN,2025,354.08993438990575,0.0,0.0
FlatDistPV,Oahu,SUN,2030,358.2018497175277,0.0,0.0
FlatDistPV,Oahu,SUN,2035,355.9824445981511,0.0,0.0
FlatDistPV,Oahu,SUN,2040,15.924266464031092,0.0,0.0
FlatDistPV,Oahu,SUN,2045,2476.5504140829958,0.0,0.0
H-Power,Oahu,MSW,2020,375.1848000000005,6753326.3999999855,0.0
H-Power,Oahu,MSW,2025,375.1848000000005,6753326.3999999855,0.0
H-Power,Oahu,MSW,2030,375.1848000000005,6753326.3999999855,0.0
H-Power,Oahu,MSW,2035,375.1848000000005,6753326.3999999855,0.0
H-Power,Oahu,MSW,2040,375.1848000000005,6753326.3999999855,0.0
H-Power,Oahu,MSW,2045,375.1848000000005,6753326.3999999855,0.0
Honolulu_8,Oahu,multiple,2020,29.77687465065631,9528.599888210028,32512.544996596553
Honolulu_9,Oahu,multiple,2020,18.441828901800484,5901.385248576158,19626.746355468476
IC_Barge,Oahu,multiple,2020,0.0,0.0,0.0
IC_Barge,Oahu,multiple,2025,0.0,0.0,0.0
IC_Barge,Oahu,multiple,2030,0.0,0.0,0.0
IC_Barge,Oahu,multiple,2035,0.0,0.0,0.0
IC_Barge,Oahu,multiple,2040,0.0,0.0,0.0
IC_Barge,Oahu,multiple,2045,0.0,0.0,0.0
IC_MCBH,Oahu,multiple,2020,0.0,0.0,0.0
IC_MCBH,Oahu,multiple,2025,0.0,0.0,0.0
IC_MCBH,Oahu,multiple,2030,0.0,0.0,0.0
IC_MCBH,Oahu,multiple,2035,0.0,0.0,0.0
IC_MCBH,Oahu,multiple,2040,0.0,0.0,0.0
IC_MCBH,Oahu,multiple,2045,0.0,0.0,0.0
IC_Schofield,Oahu,multiple,2020,69.83314071158385,1463702.6293147977,50315.72828619786
IC_Schofield,Oahu,multiple,2025,61.45890886703799,1288178.7298531155,46068.850536560625
IC_Schofield,Oahu,multiple,2030,47.35107992888396,992478.635309408,34595.575697934066
IC_Schofield,Oahu,multiple,2035,64.65026145350811,1355069.4800655297,45858.54975006965
IC_Schofield,Oahu,multiple,2040,39.589062975373984,829786.759963839,28715.115788877378
IC_Schofield,Oahu,multiple,2045,0.0,0.0,0.0
Kahe_1,Oahu,multiple,2020,0.0,0.0,0.0
Kahe_2,Oahu,multiple,2020,0.0,0.0,0.0
Kahe_3,Oahu,multiple,2020,76.08772630848101,24348.072418713924,63197.44338985603
Kahe_4,Oahu,multiple,2020,12.5950375,4030.4120000000003,12232.412723813857
Kahe_5,Oahu,multiple,2020,334.3095817708832,106979.06616668258,278819.0995103897
Kahe_5,Oahu,multiple,2025,121.39232886580751,38845.545237058395,107642.89349755089
Kahe_5,Oahu,multiple,2030,38.277884239920084,12248.922956774428,35869.42470042684
Kahe_5,Oahu,multiple,2035,12.421827706435337,3974.984866059308,12785.103012384248
Kahe_5,Oahu,multiple,2040,0.0,0.0,0.0
Kahe_6,Oahu,multiple,2020,0.0,0.0,0.0
Kahe_6,Oahu,multiple,2025,104.4479518171549,33423.34458148957,85803.8424214408
Kahe_6,Oahu,multiple,2030,0.0,0.0,0.0
Kahe_6,Oahu,multiple,2035,0.0,0.0,0.0
Kahe_6,Oahu,multiple,2040,0.0,0.0,0.0
Kalaeloa_CC1,Oahu,multiple,2020,607.2607829806999,3643564.697884202,423092.6075485455
Kalaeloa_CC1,Oahu,multiple,2025,526.8793881091988,3161276.3286551926,370621.46769130224
Kalaeloa_CC1,Oahu,multiple,2030,425.3367084265961,2552020.2505595777,294915.98046651523
Kalaeloa_CC1,Oahu,multiple,2035,525.0468749999999,3150281.25,365073.907562023
Kalaeloa_CC1,Oahu,multiple,2040,415.1405413537645,2490843.2481225864,290133.925013898
Kalaeloa_CC1,Oahu,multiple,2045,0.0,0.0,0.0
Kalaeloa_CC2,Oahu,multiple,2020,429.8893463088171,2579336.077852904,301460.90489438176
Kalaeloa_CC2,Oahu,multiple,2025,375.22105871056084,2251326.3522633663,264924.8974143699
Kalaeloa_CC2,Oahu,multiple,2030,413.6746910668243,2482048.1464009453,290742.6047522389
Kalaeloa_CC2,Oahu,multiple,2035,321.326331467677,1927957.988806062,224068.65597127174
Kalaeloa_CC2,Oahu,multiple,2040,290.1099154341387,1740659.4926048305,204213.9037298286
Kalaeloa_CC2,Oahu,multiple,2045,0.0,0.0,0.0
Kalaeloa_CC3,Oahu,multiple,2020,54.24012035947373,325440.72215684224,37007.18484159124
Kalaeloa_CC3,Oahu,multiple,2025,31.863829074508796,191182.97444705284,21746.596282890634
Kalaeloa_CC3,Oahu,multiple,2030,34.089999999999996,204540.0,23263.022477100014
Kalaeloa_CC3,Oahu,multiple,2035,29.12660656807213,174759.63940843282,19874.636538419814
Kalaeloa_CC3,Oahu,multiple,2040,0.0,0.0,10.072316625000006
Kalaeloa_CC3,Oahu,multiple,2045,0.0,0.0,0.0
OffshoreWind,Oahu,WND,2020,0.0,0.0,0.0
OffshoreWind,Oahu,WND,2025,0.0,0.0,0.0
OffshoreWind,Oahu,WND,2030,0.0,0.0,0.0
OffshoreWind,Oahu,WND,2035,0.0,0.0,0.0
OffshoreWind,Oahu,WND,2040,0.0,0.0,0.0
OffshoreWind,Oahu,WND,2045,0.0,0.0,0.0
OnshoreWind,Oahu,WND,2020,2186.2489052761252,0.0,0.0
OnshoreWind,Oahu,WND,2025,2183.1745819344483,0.0,0.0
OnshoreWind,Oahu,WND,2030,2185.116566977385,0.0,0.0
OnshoreWind,Oahu,WND,2035,2214.7557854445663,0.0,0.0
OnshoreWind,Oahu,WND,2040,2131.344283724208,0.0,0.0
OnshoreWind,Oahu,WND,2045,2044.0044306695872,0.0,0.0
SlopedDistPV,Oahu,SUN,2020,504.81204908026496,0.0,0.0
SlopedDistPV,Oahu,SUN,2025,491.25842307853344,0.0,0.0
SlopedDistPV,Oahu,SUN,2030,489.5011974785786,0.0,0.0
SlopedDistPV,Oahu,SUN,2035,485.47002080419304,0.0,0.0
SlopedDistPV,Oahu,SUN,2040,0.0,0.0,0.0
SlopedDistPV,Oahu,SUN,2045,461.2920552792993,0.0,0.0
Waiau_10,Oahu,multiple,2020,0.0,0.0,0.0
Waiau_10,Oahu,multiple,2025,6.6197014906662,23534.343758416817,7674.846383954561
Waiau_10,Oahu,multiple,2030,2.3261505762778127,8269.923858825241,2344.243179423565
Waiau_10,Oahu,multiple,2035,3.0376624999999997,10799.4890098673,2805.7127835102006
Waiau_10,Oahu,multiple,2040,0.0,0.0,0.0
Waiau_10,Oahu,multiple,2045,0.0,0.0,0.0
Waiau_6,Oahu,multiple,2020,4.4621016433588,1427.872525874816,4767.245647446474
Waiau_7,Oahu,multiple,2020,0.0,0.0,0.0
Waiau_8,Oahu,multiple,2020,0.0,0.0,0.0
Waiau_9,Oahu,multiple,2020,0.0,0.0,0.0
Waiau_9,Oahu,multiple,2025,1.458707760921025,4921.402136250915,1876.6309445824745
Waiau_9,Oahu,multiple,2030,0.0,0.0,0.0
Waiau_9,Oahu,multiple,2035,3.2202875,10864.636636906296,3120.1807794822753
Waiau_9,Oahu,multiple,2040,0.0,0.0,0.0
Waiau_9,Oahu,multiple,2045,0.0,0.0,0.0
