gen_tech,gen_load_zone,gen_energy_source,period,Energy_GWh_typical_yr,VariableCost_per_yr,DispatchEmissions_tCO2_per_typical_yr
CC_152,Oahu,multiple,2025,702.5038002354439,3154242.063057141,394868.94222581264
CC_152,Oahu,multiple,2030,649.1461953689793,2914666.4172067153,365237.5489145021
CC_152,Oahu,multiple,2035,400.71972783764204,1799231.577991013,225288.88761023272
CC_152,Oahu,multiple,2040,225.97809748064546,1014641.657688098,126814.267392744
CC_152,Oahu,multiple,2045,17.327947,77802.48203000001,0.0
CIP_CT,Oahu,multiple,2020,0.0,0.0,0.0
CIP_CT,Oahu,multiple,2025,0.0,0.0,0.0
CIP_CT,Oahu,multiple,2030,0.0,0.0,0.0
CIP_CT,Oahu,multiple,2035,0.0,0.0,0.0
CIP_CT,Oahu,multiple,2040,0.0,0.0,0.0
CIP_CT,Oahu,multiple,2045,0.0,0.0,0.0
CentralTrackingPV,Oahu,SUN,2020,133.5125822147072,0.0,0.0
CentralTrackingPV,Oahu,SUN,2025,886.180226077037,0.0,0.0
CentralTrackingPV,Oahu,SUN,2030,1042.6953426135372,0.0,0.0
CentralTrackingPV,Oahu,SUN,2035,1922.060285639011,0.0,0.0
CentralTrackingPV,Oahu,SUN,2040,3410.4563882067455,0.0,0.0
CentralTrackingPV,Oahu,SUN,2045,3075.3227495940832,0.0,0.0
FlatDistPV,Oahu,SUN,2020,367.84979016417475,0.0,0.0
FlatDistPV,Oahu,SUN,2025,362.1015610769161,0.0,0.0
FlatDistPV,Oahu,SUN,2030,356.7265012481632,0.0,0.0
FlatDistPV,Oahu,SUN,2035,359.82876453347546,0.0,0.0
FlatDistPV,Oahu,SUN,2040,173.22157914827338,0.0,0.0
FlatDistPV,Oahu,SUN,2045,2489.9264469153786,0.0,0.0
H-Power,Oahu,MSW,2020,375.1848000000005,6753326.3999999855,0.0
H-Power,Oahu,MSW,2025,375.1848000000005,6753326.3999999855,0.0
H-Power,Oahu,MSW,2030,375.1848000000005,6753326.3999999855,0.0
H-Power,Oahu,MSW,2035,375.1848000000005,6753326.3999999855,0.0
H-Power,Oahu,MSW,2040,375.1848000000005,6753326.3999999855,0.0
H-Power,Oahu,MSW,2045,375.1848000000005,6753326.3999999855,0.0
Honolulu_8,Oahu,multiple,2020,42.367488316576825,13557.596261304594,44424.22154720583
Honolulu_9,Oahu,multiple,2020,28.285960172603577,9051.50725523315,30441.32772498569
IC_Barge,Oahu,multiple,2020,0.0,0.0,0.0
IC_Barge,Oahu,multiple,2025,0.0,0.0,0.0
IC_Barge,Oahu,multiple,2030,0.0,0.0,0.0
IC_Barge,Oahu,multiple,2035,0.0,0.0,0.0
IC_Barge,Oahu,multiple,2040,0.0,0.0,0.0
IC_Barge,Oahu,multiple,2045,0.0,0.0,0.0
IC_MCBH,Oahu,multiple,2020,0.0,0.0,0.0
IC_MCBH,Oahu,multiple,2025,0.0,0.0,0.0
IC_MCBH,Oahu,multiple,2030,0.0,0.0,0.0
IC_MCBH,Oahu,multiple,2035,0.0,0.0,0.0
IC_MCBH,Oahu,multiple,2040,0.0,0.0,0.0
IC_MCBH,Oahu,multiple,2045,0.0,0.0,0.0
IC_Schofield,Oahu,multiple,2020,81.75694329058767,1713625.5313707164,59701.24481860191
IC_Schofield,Oahu,multiple,2025,46.72338467179503,979322.142720824,34075.2748987681
IC_Schofield,Oahu,multiple,2030,56.37180726413945,1181553.0802563631,40072.14411201976
IC_Schofield,Oahu,multiple,2035,13.622127902399999,285519.800834304,11535.601794405276
IC_Schofield,Oahu,multiple,2040,3.8269818243000002,80213.539037328,3407.1031287938426
IC_Schofield,Oahu,multiple,2045,0.0,0.0,0.0
Kahe_1,Oahu,multiple,2020,0.0,0.0,0.0
Kahe_2,Oahu,multiple,2020,0.0,0.0,0.0
Kahe_3,Oahu,multiple,2020,134.6122791585808,43075.92933074589,109674.81351994853
Kahe_4,Oahu,multiple,2020,12.5950375,4030.4120000000003,12232.41272382232
Kahe_5,Oahu,multiple,2020,377.35644374423805,120754.06199815616,310122.1723764264
Kahe_5,Oahu,multiple,2025,110.30252773200611,35296.80887424196,96273.95941585817
Kahe_5,Oahu,multiple,2030,38.51539946671391,12324.927829348453,36024.43716880148
Kahe_5,Oahu,multiple,2035,0.0,0.0,0.0
Kahe_5,Oahu,multiple,2040,0.0,0.0,0.0
Kahe_6,Oahu,multiple,2020,0.0,0.0,0.0
Kahe_6,Oahu,multiple,2025,53.11155148548784,16995.696475356108,43484.443638672165
Kahe_6,Oahu,multiple,2030,0.0,0.0,0.0
Kahe_6,Oahu,multiple,2035,0.0,0.0,0.0
Kahe_6,Oahu,multiple,2040,0.0,0.0,0.0
Kalaeloa_CC1,Oahu,multiple,2020,438.8112099448262,2632867.2596689602,312631.4693891288
Kalaeloa_CC1,Oahu,multiple,2025,479.3506806438717,2876104.0838632328,335840.6365640442
Kalaeloa_CC1,Oahu,multiple,2030,497.9069757491044,2987441.854494628,347775.9844635052
Kalaeloa_CC1,Oahu,multiple,2035,337.3593906357767,2024156.3438146587,240171.65038625285
Kalaeloa_CC1,Oahu,multiple,2040,283.4799186765611,1700879.5120593659,201076.28926869365
Kalaeloa_CC1,Oahu,multiple,2045,0.0,0.0,0.0
Kalaeloa_CC2,Oahu,multiple,2020,586.194423021142,3517166.538126856,402837.82547375286
Kalaeloa_CC2,Oahu,multiple,2025,416.55275234525476,2499316.514071531,291658.86498971767
Kalaeloa_CC2,Oahu,multiple,2030,354.3451831156861,2126071.098694117,244097.8450236141
Kalaeloa_CC2,Oahu,multiple,2035,457.18468621884824,2743108.11731309,318471.7186894405
Kalaeloa_CC2,Oahu,multiple,2040,413.0208459237847,2478125.0755427075,289130.8840597368
Kalaeloa_CC2,Oahu,multiple,2045,0.0,0.0,0.0
Kalaeloa_CC3,Oahu,multiple,2020,50.47700638489494,302862.0383093695,34459.94657047623
Kalaeloa_CC3,Oahu,multiple,2025,30.524153673804417,183144.92204282654,20832.977431039697
Kalaeloa_CC3,Oahu,multiple,2030,34.089999999999996,204540.0,23255.34833110001
Kalaeloa_CC3,Oahu,multiple,2035,9.284112073790512,55704.672442743074,6340.635378483055
Kalaeloa_CC3,Oahu,multiple,2040,0.0,0.0,3.837073
Kalaeloa_CC3,Oahu,multiple,2045,0.0,0.0,0.0
OffshoreWind,Oahu,WND,2020,0.0,0.0,0.0
OffshoreWind,Oahu,WND,2025,0.0,0.0,0.0
OffshoreWind,Oahu,WND,2030,0.0,0.0,0.0
OffshoreWind,Oahu,WND,2035,0.0,0.0,0.0
OffshoreWind,Oahu,WND,2040,0.0,0.0,0.0
OffshoreWind,Oahu,WND,2045,0.0,0.0,0.0
OnshoreWind,Oahu,WND,2020,2036.585723580009,0.0,0.0
OnshoreWind,Oahu,WND,2025,2047.0612320897771,0.0,0.0
OnshoreWind,Oahu,WND,2030,2048.2076611303296,0.0,0.0
OnshoreWind,Oahu,WND,2035,2031.3332034060477,0.0,0.0
OnshoreWind,Oahu,WND,2040,1957.0845837842157,0.0,0.0
OnshoreWind,Oahu,WND,2045,1966.5340062066093,0.0,0.0
SlopedDistPV,Oahu,SUN,2020,504.8120490801916,0.0,0.0
SlopedDistPV,Oahu,SUN,2025,490.07198472027045,0.0,0.0
SlopedDistPV,Oahu,SUN,2030,482.451340717032,0.0,0.0
SlopedDistPV,Oahu,SUN,2035,498.0513331537226,0.0,0.0
SlopedDistPV,Oahu,SUN,2040,205.25746310553845,0.0,0.0
SlopedDistPV,Oahu,SUN,2045,654.9821290045546,0.0,0.0
Waiau_10,Oahu,multiple,2020,2.278127185996175,8099.191239389275,2312.0780826907585
Waiau_10,Oahu,multiple,2025,8.924594143555026,31728.691508932745,10870.718088612224
Waiau_10,Oahu,multiple,2030,4.051271584356613,14403.069120155293,6088.4724000102005
Waiau_10,Oahu,multiple,2035,0.0,0.0,0.0
Waiau_10,Oahu,multiple,2040,0.0,0.0,0.0
Waiau_10,Oahu,multiple,2045,0.0,0.0,0.0
Waiau_6,Oahu,multiple,2020,0.0,0.0,0.0
Waiau_7,Oahu,multiple,2020,0.0,0.0,0.0
Waiau_8,Oahu,multiple,2020,9.861749999999999,3155.76,11276.677912875002
Waiau_9,Oahu,multiple,2020,0.0,0.0,0.0
Waiau_9,Oahu,multiple,2025,6.4124708135964505,21634.455102062282,8943.917762855564
Waiau_9,Oahu,multiple,2030,0.0,0.0,0.0
Waiau_9,Oahu,multiple,2035,0.3591625,1211.7458630952367,1172.6368295000002
Waiau_9,Oahu,multiple,2040,0.0,0.0,0.0
Waiau_9,Oahu,multiple,2045,0.0,0.0,0.0
