gen_tech,gen_load_zone,gen_energy_source,period,Energy_GWh_typical_yr,VariableCost_per_yr,DispatchEmissions_tCO2_per_typical_yr,GenCapacity_MW,GenCapitalCosts,GenFixedOMCosts,LCOE_dollar_per_MWh,capacity_factor,Store_GWh_typical_yr,Discharge_GWh_typical_yr
Battery_Conting,Oahu,Battery,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Battery_Conting,Oahu,Battery,2025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Battery_Conting,Oahu,Battery,2030,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Battery_Conting,Oahu,Battery,2035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Battery_Conting,Oahu,Battery,2040,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Battery_Conting,Oahu,Battery,2045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Battery_Reg,Oahu,Battery,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Battery_Reg,Oahu,Battery,2025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Battery_Reg,Oahu,Battery,2030,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Battery_Reg,Oahu,Battery,2035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Battery_Reg,Oahu,Battery,2040,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Battery_Reg,Oahu,Battery,2045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC_152,Oahu,multiple,2020,1025.6073825026338,4604977.147436826,577912.8117462973,150.586,19437504.877785232,2603631.9400000004,25.980813340287785,0.7774857445062519,0.0,0.0
CC_152,Oahu,multiple,2025,1064.4493145419774,4779377.422293478,597479.3896406845,150.586,19437504.877785232,2603631.9400000004,25.1966099969911,0.8069307826025849,0.0,0.0
CC_152,Oahu,multiple,2030,842.3478217599383,3782141.7197021227,472762.3086364579,150.586,19437504.877785232,2603631.9400000004,30.656313069741355,0.6385615338845939,0.0,0.0
CC_152,Oahu,multiple,2035,803.9642411191901,3609799.442625163,451071.10322099354,150.586,19437504.877785232,2603631.9400000004,31.90556861671111,0.60946395982222,0.0,0.0
CC_152,Oahu,multiple,2040,663.3822831524067,2978586.4513543053,372168.9733530829,150.586,19437504.877785232,2603631.9400000004,37.71539262436326,0.5028925075114518,0.0,0.0
CC_152,Oahu,multiple,2045,391.23436872986167,1756642.315597079,0.0,150.586,19437504.877785232,2603631.9400000004,60.827424775184134,0.2965843944162413,0.0,0.0
CIP_CT,Oahu,multiple,2020,7.33435880695283,29961.83062318183,6663.633133526625,113.0,3703289.798144868,1565887.51940943,722.5088501470638,0.007409341341327059,0.0,0.0
CIP_CT,Oahu,multiple,2025,25.198494360049967,102939.19889211052,24341.941203850234,113.0,3703289.798144868,1565887.51940943,213.19196455497098,0.025456110195225652,0.0,0.0
CIP_CT,Oahu,multiple,2030,0.0,0.0,0.0,113.0,3703289.798144868,1565887.51940943,0.0,0.0,0.0,0.0
CIP_CT,Oahu,multiple,2035,0.0,0.0,0.0,113.0,3703289.798144868,1565887.51940943,0.0,0.0,0.0,0.0
CIP_CT,Oahu,multiple,2040,0.0,0.0,0.0,113.0,3703289.798144868,1565887.51940943,0.0,0.0,0.0,0.0
CIP_CT,Oahu,multiple,2045,2.9501237964236586,12051.647844399264,0.0,113.0,3703289.798144868,1565887.51940943,1790.1719825456016,0.002980284273269142,0.0,0.0
CentralTrackingPV,Oahu,SUN,2020,440.2448587860392,0.0,0.0,185.7,37058811.09034198,3178552.9681440527,91.3976921148818,0.27063146159664847,0.0,0.0
CentralTrackingPV,Oahu,SUN,2025,1041.0860730996965,0.0,0.0,431.31168669413773,68065867.55364819,6176395.5535941385,71.31231991817525,0.27554421964677045,0.0,0.0
CentralTrackingPV,Oahu,SUN,2030,2809.064155137597,0.0,0.0,1252.8058665126428,147280477.44857404,13835367.511164267,57.35570142286278,0.2559609853959998,0.0,0.0
CentralTrackingPV,Oahu,SUN,2035,3318.7838101639936,0.0,0.0,1450.6376591710737,165948779.97744924,15597876.207868304,54.70276660664638,0.26116556187454576,0.0,0.0
CentralTrackingPV,Oahu,SUN,2040,4014.5716712038416,0.0,0.0,1825.118632272079,199160858.16867203,18779104.852213897,54.287226850164245,0.2510984377938881,0.0,0.0
CentralTrackingPV,Oahu,SUN,2045,5500.2331233287805,0.0,0.0,2816.037227965033,279224392.3293008,26614110.43002856,55.604643639946985,0.2229659776140144,0.0,0.0
FlatDistPV,Oahu,SUN,2020,646.2104508818409,0.0,0.0,370.70000000000005,92624524.68867333,2878794.2638763236,147.78980875691897,0.198997346400627,0.0,0.0
FlatDistPV,Oahu,SUN,2025,645.5948718498623,0.0,0.0,370.70000000000005,92624524.68867333,2878794.2638763236,147.9307273288869,0.19880778184979614,0.0,0.0
FlatDistPV,Oahu,SUN,2030,580.5132047290595,0.0,0.0,370.70000000000005,92624524.68867333,2878794.2638763236,164.51532570585283,0.17876620090864112,0.0,0.0
FlatDistPV,Oahu,SUN,2035,546.9754011666621,0.0,0.0,370.70000000000005,92624524.68867333,2878794.2638763236,174.60258495875215,0.16843839840418595,0.0,0.0
FlatDistPV,Oahu,SUN,2040,582.6152801976891,0.0,0.0,370.70000000000005,92624524.68867333,2878794.2638763236,163.92175454125422,0.17941352476361797,0.0,0.0
FlatDistPV,Oahu,SUN,2045,2008.438798072091,0.0,0.0,1322.6406391157163,164338851.78876027,8986990.634715987,86.29879217123893,0.1733455245633795,0.0,0.0
H-Power,Oahu,MSW,2020,374.928,54301973.45804399,0.0,73.0,11472234.51288218,5499274.460278634,190.09911884736485,0.5863013698630136,0.0,0.0
H-Power,Oahu,MSW,2025,374.928,54301973.45804399,0.0,73.0,11472234.51288218,5499274.460278634,190.09911884736485,0.5863013698630136,0.0,0.0
H-Power,Oahu,MSW,2030,374.928,54301973.45804399,0.0,73.0,11472234.51288218,5499274.460278634,190.09911884736485,0.5863013698630136,0.0,0.0
H-Power,Oahu,MSW,2035,374.928,54301973.45804399,0.0,73.0,11472234.51288218,5499274.460278634,190.09911884736485,0.5863013698630136,0.0,0.0
H-Power,Oahu,MSW,2040,374.928,54301973.45804399,0.0,73.0,11472234.51288218,5499274.460278634,190.09911884736485,0.5863013698630136,0.0,0.0
H-Power,Oahu,MSW,2045,374.928,54301973.45804399,0.0,73.0,11472234.51288218,5499274.460278634,190.09911884736485,0.5863013698630136,0.0,0.0
Hawaii_Cogen,Oahu,multiple,2020,92.74499999999999,5078346.80715841,34628.9929,12.2,384209.6566316124,213311.9550498068,61.19864595223279,0.8678138333707611,0.0,0.0
Hawaii_Cogen,Oahu,multiple,2025,92.74499999999999,5078346.80715841,34628.9929,12.2,384209.6566316124,213311.9550498068,61.19864595223279,0.8678138333707611,0.0,0.0
Hawaii_Cogen,Oahu,multiple,2030,92.74499999999999,5078346.80715841,34628.9929,12.2,384209.6566316124,213311.9550498068,61.19864595223279,0.8678138333707611,0.0,0.0
Hawaii_Cogen,Oahu,multiple,2035,92.74499999999999,5078346.80715841,34628.9929,12.2,384209.6566316124,213311.9550498068,61.19864595223279,0.8678138333707611,0.0,0.0
Hawaii_Cogen,Oahu,multiple,2040,92.74499999999999,5078346.80715841,34628.9929,12.2,384209.6566316124,213311.9550498068,61.19864595223279,0.8678138333707611,0.0,0.0
IC_Barge,Oahu,multiple,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IC_Barge,Oahu,multiple,2025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IC_Barge,Oahu,multiple,2030,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IC_Barge,Oahu,multiple,2035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IC_Barge,Oahu,multiple,2040,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IC_Barge,Oahu,multiple,2045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IC_MCBH,Oahu,multiple,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IC_MCBH,Oahu,multiple,2025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IC_MCBH,Oahu,multiple,2030,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IC_MCBH,Oahu,multiple,2035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IC_MCBH,Oahu,multiple,2040,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IC_MCBH,Oahu,multiple,2045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IC_Schofield,Oahu,multiple,2020,11.253626911513692,235876.02006532703,4381.7295629260325,48.84,9796890.855156466,1683026.4000000001,1041.068214482502,0.02630345221820596,0.0,0.0
IC_Schofield,Oahu,multiple,2025,15.821020818326597,331608.5963521255,5605.291184482183,48.84,9796890.855156466,1683026.4000000001,746.5716648211773,0.036978964062895234,0.0,0.0
IC_Schofield,Oahu,multiple,2030,8.675660216550208,181841.83813889234,3585.9482253969554,48.84,9796890.855156466,1683026.4000000001,1344.1926956808072,0.020277890475820327,0.0,0.0
IC_Schofield,Oahu,multiple,2035,2.1956748412654745,46021.344672924344,907.5477951020449,48.84,9796890.855156466,1683026.4000000001,5249.38318880879,0.005132019101757754,0.0,0.0
IC_Schofield,Oahu,multiple,2040,4.201769818703996,88069.09540003576,1690.163696462036,48.84,9796890.855156466,1683026.4000000001,2753.1223388444823,0.00982092729101454,0.0,0.0
IC_Schofield,Oahu,multiple,2045,9.876345700456683,207008.20588157215,0.0,48.84,9796890.855156466,1683026.4000000001,1183.3248668581573,0.0230842900040218,0.0,0.0
Kahe_1,Oahu,multiple,2020,0.0,0.0,0.0,82.1,2670747.7455962873,809368.9483852669,0.0,0.0,0.0,0.0
Kahe_1,Oahu,multiple,2025,0.0,0.0,0.0,82.1,2670747.7455962873,809368.9483852669,0.0,0.0,0.0,0.0
Kahe_2,Oahu,multiple,2020,0.0,0.0,0.0,82.1,2674251.6162659656,809368.9483852669,0.0,0.0,0.0,0.0
Kahe_2,Oahu,multiple,2025,114.77714512452721,1110161.785420746,93998.33992555848,82.1,2674251.6162659656,809368.9483852669,40.02349374597151,0.15959091141292112,0.0,0.0
Kahe_3,Oahu,multiple,2020,76.81194216952778,742950.0251817603,67940.97956010654,86.1,2797411.666725151,848802.2710836965,57.14168707391233,0.1018407264696034,0.0,0.0
Kahe_3,Oahu,multiple,2025,309.72271409794416,2995738.575787732,252074.968355975,86.1,2797411.666725151,848802.2710836965,21.4448350452469,0.41064429979203343,0.0,0.0
Kahe_3,Oahu,multiple,2030,196.20560056886157,1897764.2247570613,155841.0554519958,86.1,2797411.666725151,848802.2710836965,28.255962859837723,0.2601382068329563,0.0,0.0
Kahe_3,Oahu,multiple,2035,165.71978686054814,1602895.5438911424,132678.70700224815,86.1,2797411.666725151,848802.2710836965,31.6746091769782,0.21971874434599803,0.0,0.0
Kahe_4,Oahu,multiple,2020,29.6396715779645,286684.51966266974,27539.532660247114,85.3,2778485.5404078793,840915.6065440107,131.78572698890918,0.03966616826184846,0.0,0.0
Kahe_4,Oahu,multiple,2025,131.96776494525494,1276435.0375735401,119760.70957696736,85.3,2778485.5404078793,840915.6065440107,37.09872775792181,0.17660976963557973,0.0,0.0
Kahe_4,Oahu,multiple,2030,16.605843191196698,160617.10286969296,18330.34455902368,85.3,2778485.5404078793,840915.6065440107,227.63181648165235,0.022223261429171148,0.0,0.0
Kahe_4,Oahu,multiple,2035,10.258267020956847,99221.28677231396,8128.933183716637,85.3,2778485.5404078793,840915.6065440107,362.500062254896,0.013728429637214944,0.0,0.0
Kahe_5,Oahu,multiple,2020,267.76297441465147,2589890.3603433175,226414.82361390302,134.3,4340868.4894205015,1323973.809599773,30.82850673215374,0.22759902897031747,0.0,0.0
Kahe_5,Oahu,multiple,2025,319.43515122627855,3089680.4187520267,256042.26880934022,134.3,4340868.4894205015,1323973.809599773,27.406259718645842,0.2715204758873837,0.0,0.0
Kahe_5,Oahu,multiple,2030,21.03725447042641,203479.1504693767,16063.09353036248,134.3,4340868.4894205015,1323973.809599773,278.94901674261604,0.017881705639614855,0.0,0.0
Kahe_5,Oahu,multiple,2035,58.10377286914225,561998.5421148466,48285.71138930411,134.3,4340868.4894205015,1323973.809599773,107.16758195993279,0.04938831559306521,0.0,0.0
Kahe_5,Oahu,multiple,2040,99.49379303762521,962336.2455748064,84086.65272657236,134.3,4340868.4894205015,1323973.809599773,66.60896466263885,0.08456991013578372,0.0,0.0
Kahe_5,Oahu,multiple,2045,20.822792315421076,201404.80292703636,0.0,134.3,4340868.4894205015,1323973.809599773,281.72240365682603,0.017699412406815208,0.0,0.0
Kahe_6,Oahu,multiple,2020,0.0,0.0,0.0,134.4,4377824.813960363,1324959.6426672337,0.0,0.0,0.0,0.0
Kahe_6,Oahu,multiple,2025,0.0,0.0,0.0,134.4,4377824.813960363,1324959.6426672337,0.0,0.0,0.0,0.0
Kahe_6,Oahu,multiple,2030,5.747620357634113,55592.848830913965,10358.940119676212,134.4,4377824.813960363,1324959.6426672337,1001.8715480764331,0.004881853016309688,0.0,0.0
Kahe_6,Oahu,multiple,2035,0.0,0.0,0.0,134.4,4377824.813960363,1324959.6426672337,0.0,0.0,0.0,0.0
Kahe_6,Oahu,multiple,2040,26.800539202200824,259223.51020905416,27044.05857988166,134.4,4377824.813960363,1324959.6426672337,222.45850808654845,0.02276355865592454,0.0,0.0
Kahe_6,Oahu,multiple,2045,0.0,0.0,0.0,134.4,4377824.813960363,1324959.6426672337,0.0,0.0,0.0,0.0
Kalaeloa_CC1,Oahu,multiple,2020,578.6579755875168,430535.9751577837,400923.395339757,90.0,3530704.5078832787,3816848.027225354,13.441599076499813,0.7339649614250593,0.0,0.0
Kalaeloa_CC1,Oahu,multiple,2025,728.171485557084,541777.7579201385,494909.7330775008,90.0,3530704.5078832787,3816848.027225354,10.834440031654191,0.9236066534209589,0.0,0.0
Kalaeloa_CC1,Oahu,multiple,2030,500.17551581843196,372143.0664362584,347948.4392090929,90.0,3530704.5078832787,3816848.027225354,15.433973390147324,0.6344184624789853,0.0,0.0
Kalaeloa_CC1,Oahu,multiple,2035,474.026554332875,352687.5865025079,329760.4833547282,90.0,3530704.5078832787,3816848.027225354,16.244322287910926,0.6012513373070459,0.0,0.0
Kalaeloa_CC1,Oahu,multiple,2040,402.90577716643736,299771.95335972996,277327.65571990475,90.0,3530704.5078832787,3816848.027225354,18.980428978334828,0.5110423353201894,0.0,0.0
Kalaeloa_CC1,Oahu,multiple,2045,41.20935350756533,30660.78745391481,0.0,90.0,3530704.5078832787,3816848.027225354,179.0422002424288,0.05226960110041265,0.0,0.0
Kalaeloa_CC2,Oahu,multiple,2020,736.1653370013755,547725.3828938379,500417.19016012584,90.0,3540259.892355063,3816848.027225354,10.737850459888584,0.9337459880788629,0.0,0.0
Kalaeloa_CC2,Oahu,multiple,2025,720.9937302508808,536437.3288401411,490947.7040560481,90.0,3540259.892355063,3816848.027225354,10.948146866234021,0.9145024483141563,0.0,0.0
Kalaeloa_CC2,Oahu,multiple,2030,558.9235002948413,415853.03303513734,384463.0595280173,90.0,3540259.892355063,3816848.027225354,13.907021172871044,0.7089339171674801,0.0,0.0
Kalaeloa_CC2,Oahu,multiple,2035,561.9443603851445,418100.6283326417,388942.34734611184,90.0,3540259.892355063,3816848.027225354,13.836260484194733,0.7127655509705029,0.0,0.0
Kalaeloa_CC2,Oahu,multiple,2040,608.5759972489685,452795.72992522945,421180.567898797,90.0,3540259.892355063,3816848.027225354,12.833078670223353,0.7719127311630753,0.0,0.0
Kalaeloa_CC2,Oahu,multiple,2045,41.20935350756533,30660.78745391481,0.0,90.0,3540259.892355063,3816848.027225354,179.27407440832732,0.05226960110041265,0.0,0.0
Kalaeloa_CC3,Oahu,multiple,2020,65.98016130778814,49090.88665178202,45008.88622802755,28.0,1101414.1887326862,1187463.8306923325,35.43442240419064,0.26899935301609645,0.0,0.0
Kalaeloa_CC3,Oahu,multiple,2025,114.04582599757711,84852.94073530959,77778.66070620372,28.0,1101414.1887326862,1187463.8306923325,20.8138346089997,0.46496178244282904,0.0,0.0
Kalaeloa_CC3,Oahu,multiple,2030,83.35115549165259,62015.33984508147,56840.435042841666,28.0,1101414.1887326862,1187463.8306923325,28.20468829020056,0.33982043171743553,0.0,0.0
Kalaeloa_CC3,Oahu,multiple,2035,74.87169188445668,55706.4073029655,51056.55115666961,28.0,1101414.1887326862,1187463.8306923325,31.314698088380162,0.30524988537368186,0.0,0.0
Kalaeloa_CC3,Oahu,multiple,2040,64.58140302613481,48050.17558201718,44040.83118182559,28.0,1101414.1887326862,1187463.8306923325,36.185776175555176,0.2632966529115085,0.0,0.0
Kalaeloa_CC3,Oahu,multiple,2045,4.386024759284732,3263.311881059938,0.0,28.0,1101414.1887326862,1187463.8306923325,522.6010925847756,0.017881705639614855,0.0,0.0
OffshoreWind,Oahu,WND,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OffshoreWind,Oahu,WND,2025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OffshoreWind,Oahu,WND,2030,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OffshoreWind,Oahu,WND,2035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OffshoreWind,Oahu,WND,2040,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OffshoreWind,Oahu,WND,2045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OnshoreWind,Oahu,WND,2020,1414.617857117635,0.0,0.0,476.87814781262375,96614396.16079469,20078165.750905335,82.49051948875284,0.33863169761353795,0.0,0.0
OnshoreWind,Oahu,WND,2025,1826.4590329971716,0.0,0.0,636.0548448397698,119066326.69180055,26247983.599707503,79.56067322958297,0.3278017474484814,0.0,0.0
OnshoreWind,Oahu,WND,2030,1873.255452402565,0.0,0.0,672.72725878048,123534610.73939851,27607546.2628753,80.68422104866941,0.3178731704865803,0.0,0.0
OnshoreWind,Oahu,WND,2035,1907.008423326419,0.0,0.0,672.72725878048,123534610.73939851,27607546.2628753,79.25615595270135,0.32360072028078807,0.0,0.0
OnshoreWind,Oahu,WND,2040,1894.2904555371863,0.0,0.0,672.72725878048,123534610.73939851,27607546.2628753,79.78826930182291,0.32144260525268303,0.0,0.0
OnshoreWind,Oahu,WND,2045,1627.961065675015,0.0,0.0,573.72725878048,86910614.16452366,22813966.2628753,67.40000282617503,0.32391750863611524,0.0,0.0
SlopedDistPV,Oahu,SUN,2020,510.94702488804734,0.0,0.0,303.30000000000007,128392837.89632866,1053354.6724906347,253.34562344732706,0.19230888871125656,0.0,0.0
SlopedDistPV,Oahu,SUN,2025,508.1773074802758,0.0,0.0,303.30000000000007,128392837.89632866,1053354.6724906347,254.72643241521286,0.19126642980497469,0.0,0.0
SlopedDistPV,Oahu,SUN,2030,488.0581241012531,0.0,0.0,303.30000000000007,128392837.89632866,1053354.6724906347,265.2270009995044,0.18369402482180527,0.0,0.0
SlopedDistPV,Oahu,SUN,2035,407.60499359220535,0.0,0.0,303.30000000000007,128392837.89632866,1053354.6724906347,317.57754346436127,0.15341328852643948,0.0,0.0
SlopedDistPV,Oahu,SUN,2040,469.17257701509146,0.0,0.0,303.30000000000007,128392837.89632866,1053354.6724906347,275.90315144240736,0.17658593260101266,0.0,0.0
SlopedDistPV,Oahu,SUN,2045,168.9034123130177,0.0,0.0,113.69000000000001,43994875.57648404,1053354.6724906347,266.7100068143663,0.1695946121141501,0.0,0.0
Tesoro_Hawaii,Oahu,multiple,2020,153.47899999999998,8473122.221564023,56136.06283000001,20.0,639774.5951997838,349691.72958984727,61.65396273336192,0.8760216894977167,0.0,0.0
Tesoro_Hawaii,Oahu,multiple,2025,153.47899999999998,8473122.221564023,56136.06283000001,20.0,639774.5951997838,349691.72958984727,61.65396273336192,0.8760216894977167,0.0,0.0
Tesoro_Hawaii,Oahu,multiple,2030,153.47899999999998,8473122.221564023,56136.06283000001,20.0,639774.5951997838,349691.72958984727,61.65396273336192,0.8760216894977167,0.0,0.0
Tesoro_Hawaii,Oahu,multiple,2035,153.47899999999998,8473122.221564023,56136.06283000001,20.0,639774.5951997838,349691.72958984727,61.65396273336192,0.8760216894977167,0.0,0.0
Tesoro_Hawaii,Oahu,multiple,2040,153.47899999999998,8473122.221564023,56136.06283000001,20.0,639774.5951997838,349691.72958984727,61.65396273336192,0.8760216894977167,0.0,0.0
Waiau_10,Oahu,multiple,2020,0.0,0.0,0.0,49.9,1602055.313167473,872480.8653266688,0.0,0.0,0.0,0.0
Waiau_10,Oahu,multiple,2025,11.681729019670723,2172.8744816428543,11176.401537006574,49.9,1602055.313167473,872480.8653266688,212.01562275629615,0.02672406232481109,0.0,0.0
Waiau_10,Oahu,multiple,2030,4.317497680859076,803.0815061275343,5019.417845362597,49.9,1602055.313167473,872480.8653266688,573.3272934862903,0.009877054750732233,0.0,0.0
Waiau_10,Oahu,multiple,2035,1.9050288858321853,354.3472585134449,2157.8318917347997,49.9,1602055.313167473,872480.8653266688,1299.1354326218177,0.004358097212306314,0.0,0.0
Waiau_10,Oahu,multiple,2040,1.509976697067291,280.86508661586475,4051.770225326961,49.9,1602055.313167473,872480.8653266688,1638.976977848334,0.003454344069571314,0.0,0.0
Waiau_10,Oahu,multiple,2045,0.0,0.0,0.0,49.9,1602055.313167473,872480.8653266688,0.0,0.0,0.0,0.0
Waiau_3,Oahu,multiple,2020,0.0,0.0,0.0,46.6,1500413.0854966915,459398.2094367046,0.0,0.0,0.0,0.0
Waiau_4,Oahu,multiple,2020,1.6570096286107294,16027.134720610451,2087.4289882943613,46.6,1503683.4141636852,459398.2094367046,1194.3857924231409,0.004059149148026362,0.0,0.0
Waiau_5,Oahu,multiple,2020,51.01270580320344,493411.44085945364,56320.92317600159,54.5,1768659.4682183992,537279.021766103,54.875542999880736,0.10685079343807012,0.0,0.0
Waiau_5,Oahu,multiple,2025,44.145653210841566,426991.08027073654,47502.03636397299,54.5,1768659.4682183992,537279.021766103,61.90710458406058,0.09246712163470647,0.0,0.0
Waiau_6,Oahu,multiple,2020,32.96059177918774,318805.5372731867,36581.51291069714,53.5,1740377.6417710278,527420.6910914956,78.4756501783735,0.07032943237995079,0.0,0.0
Waiau_6,Oahu,multiple,2025,32.542932297821444,314765.7992658645,34602.53337002633,53.5,1740377.6417710278,527420.6910914956,79.35867943594238,0.06943825438019341,0.0,0.0
Waiau_7,Oahu,multiple,2020,0.0,0.0,0.0,82.9,2693442.824291696,817255.612924953,0.0,0.0,0.0,0.0
Waiau_7,Oahu,multiple,2025,0.0,0.0,0.0,82.9,2693442.824291696,817255.612924953,0.0,0.0,0.0,0.0
Waiau_7,Oahu,multiple,2030,5.38216955947481,52058.09014591796,6290.568812391699,82.9,2693442.824291696,817255.612924953,661.9554601528049,0.007411374158603931,0.0,0.0
Waiau_8,Oahu,multiple,2020,0.0,0.0,0.0,86.1,2804544.021443357,848802.2710836965,0.0,0.0,0.0,0.0
Waiau_8,Oahu,multiple,2025,5.084299892114937,49176.99808372957,5588.443341623113,86.1,2804544.021443357,848802.2710836965,728.2267704847419,0.006740993392141105,0.0,0.0
Waiau_8,Oahu,multiple,2030,29.60050385522187,286305.6767409047,27064.022331674205,86.1,2804544.021443357,848802.2710836965,133.09408476751176,0.03924567887931877,0.0,0.0
Waiau_9,Oahu,multiple,2020,0.0,0.0,0.0,52.9,1698371.2638589044,924934.6247651459,0.0,0.0,0.0,0.0
Waiau_9,Oahu,multiple,2025,1.5081574517293141,280.52669563246826,2365.5067568683785,52.9,1698371.2638589044,924934.6247651459,1739.59715698873,0.0032545197100787094,0.0,0.0
Waiau_9,Oahu,multiple,2030,2.4882255845942227,462.82548313109703,6468.706547136177,52.9,1698371.2638589044,924934.6247651459,1054.473810715624,0.0053694521078674826,0.0,0.0
Waiau_9,Oahu,multiple,2035,1.7536066024759283,326.1817690638208,3189.706893084127,52.9,1698371.2638589044,924934.6247651459,1496.134917996312,0.0037841852950685107,0.0,0.0
Waiau_9,Oahu,multiple,2040,0.4798720770288857,89.25920031814013,1566.74394173315,52.9,1698371.2638589044,924934.6247651459,5466.863510932008,0.0010355371922315855,0.0,0.0
Waiau_9,Oahu,multiple,2045,0.0,0.0,0.0,52.9,1698371.2638589044,924934.6247651459,0.0,0.0,0.0,0.0
